genome,domain,phylum,class,order,family,genus,species,completeness,contamination,mag_size
EHA02488_bin.5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,93.54,0.17,2506980
EHA02583_bin.110,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,94.83,0.01,1923576
EHA02594_bin.11,d__Bacteria,p__Bacillota_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UBA7185,s__,99.33,0.14,3015823
EHA02583_bin.230,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__W0P33-017,s__,96.7,1.66,2948770
EHA02559_bin.37,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__Ureaplasma,s__,86.86,0,595905
EHA02418_bin.71,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__Galligastranaerophilus_A,s__,97.15,0.34,2020314
EHA02565_bin.338,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-313,g__CAG-313,s__,95.52,1.92,1826724
EHA02526_bin.251,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,99.36,4.11,3432283
EHA02500_bin.10,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,94.66,0.58,2492378
EHA02468_bin.16,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,95.25,0.1,1898019
EHA02488_bin.266,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA2883,s__,95.32,1.53,1730416
EHA02526_bin.79,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,98.24,1.72,4766825
EHA02406_bin.13,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,51.76,5.16,1916104
EHA02418_bin.65,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Enterousia,s__,87.48,0.29,826821
EHA02565_bin.185,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,79.46,2.74,2746745
EHA02450_bin.18,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__,97.14,0.12,2819551
EHA02594_bin.61,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__,98.8,0.94,2510223
EHA02565_bin.505,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,69.74,0.58,2343984
EHA02406_bin.3,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__,53.53,7.05,1061280
EHA02418_bin.63,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAAEEV01,s__,64.94,3.23,1557983
EHA02549_bin.87,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__,96.02,0.31,3194664
EHA02565_bin.480,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Scatosoma,s__,50.6,0.75,1454173
EHA02526_bin.174,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,94.95,1.19,2707378
EHA02465_bin.27,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__,89.28,0.51,2572842
EHA02526_bin.256,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp004557285,60.76,0.35,1739173
EHA02526_bin.252,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Onthomonas,s__,96.7,3.41,2707867
EHA02522_bin.48,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4372,s__UBA4372 sp019420585,91.41,0.02,2850071
EHA02522_bin.21,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__,91.65,0.15,3524714
EHA02411_bin.131,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,50.05,6.78,2220207
EHA02488_bin.19,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__JAGBWK01,s__,95.42,0.4,2789219
EHA02565_bin.486,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__,s__,62.02,8.48,1630203
EHA02407_bin.2,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,97.27,1.12,2881570
EHA02526_bin.233,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,82.02,4.09,2493808
EHA02488_bin.142,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__,75.19,1.25,1931451
EHA02565_bin.100,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__,99.96,0.93,4069310
EHA02526_bin.199,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UBA7748,s__,99.27,2.46,2826355
EHA02465_bin.17,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__MGBC143601,s__,95.88,0.44,1144440
EHA02456_bin.5,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,94.76,1.85,3589072
EHA02565_bin.524,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,58.35,6.12,2523371
EHA02500_bin.168,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,76.82,2.89,1819543
EHA02469_bin.1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri_B,99.98,0.38,3602119
EHA02488_bin.383,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__,93.3,0.99,2062912
EHA02480_bin.12,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fimousia,s__,99.99,1.01,3246427
EHA02526_bin.39,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Scybalousia,s__,79.94,0.77,952151
EHA02549_bin.141,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,88.77,4.45,1464752
EHA02583_bin.61,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,98.15,1.05,3377906
EHA02594_bin.63,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA3903,s__,99.94,0.28,2492284
EHA02438_bin.17,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,54.98,9.12,2059249
EHA02488_bin.88,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__12844,s__,92.76,0.37,2437931
EHA02513_bin.150,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__,99.65,1.95,2633041
EHA02565_bin.190,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Gastranaerophilus,s__,96.65,4.03,1968556
EHA02482_bin.4,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,99.99,1.06,3775441
EHA02488_bin.237,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-313,g__CAG-313,s__CAG-313 sp900760745,98.73,0.38,1754253
EHA02565_bin.430,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__,99.76,1.51,2566383
EHA02565_bin.368,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__,95.02,0.6,1994059
EHA02488_bin.233,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,92.69,3.12,3945702
EHA02565_bin.33,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,76.14,2.71,2218780
EHA02488_bin.370,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Avigastranaerophilus,s__,86.55,1.25,1760122
EHA02418_bin.20,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Metalachnospira,s__,64.26,2.76,1828631
EHA02421_bin.42,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,57.85,6.49,2220565
EHA02526_bin.110,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__,67.03,7.77,3004962
EHA02565_bin.51,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__ZJ141,s__,56.8,7.06,1722422
EHA02415_bin.9,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Onthomonas,s__,65.76,2.28,2067763
EHA02500_bin.288,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__,57.52,4.17,1731999
EHA02488_bin.111,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__,78.48,2.76,2573886
EHA02513_bin.126,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-353,s__,99.4,0.04,2526854
EHA02465_bin.54,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,81.71,1.34,2243096
EHA02565_bin.429,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,98.87,0.25,2370337
EHA02583_bin.80,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,77.72,0.82,2082582
EHA02522_bin.12,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Monoglobales,f__Monoglobaceae,g__Monoglobus,s__,98.03,0.07,2403265
EHA02488_bin.205,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__,68.53,0.64,2811078
EHA02565_bin.75,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fimousia,s__,98.63,0.61,2760092
EHA02549_bin.45,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_B,s__,61.43,1.12,1703412
EHA02443_bin.50,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__,58.48,8.02,1419942
EHA02488_bin.324,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Enterousia,s__,96.22,0,998901
EHA02583_bin.120,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__,94.31,0.49,2159106
EHA02460_bin.20,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900759795,78.23,2.11,2019159
EHA02418_bin.106,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Onthomonas,s__,62.24,4.46,1780179
EHA02565_bin.386,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,99.99,0.8,2968655
EHA02415_bin.25,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,80.26,1.98,1778206
EHA02488_bin.64,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__,86.67,1.84,2471433
EHA02526_bin.197,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,94.85,0.89,3254598
EHA02594_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,67.77,1.21,1562713
EHA02549_bin.59,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__,57.77,1.28,1253948
EHA02412_bin.6,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__RUG626,s__,60.07,5.83,1262614
EHA02565_bin.523,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,66.22,1.66,1716350
EHA02544_bin.4,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,99.86,1.62,2914295
EHA02488_bin.240,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3402,s__,95.9,1.87,4108781
EHA02465_bin.35,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,99.52,0.24,2308513
EHA02443_bin.45,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Scatosoma,s__,95.1,0.24,2884625
EHA02565_bin.401,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-411,s__,99.77,2.77,3937509
EHA02488_bin.394,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__MGBC162267,s__,90.2,0.47,1065154
EHA02470_bin.10,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides sp900548175,93.73,0.28,3420026
EHA02526_bin.93,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD42-69,s__,94.56,2.57,3101614
EHA02522_bin.17,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__,63.55,1.06,1633301
EHA02458_bin.10,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri_B,99.89,0.24,3458031
EHA02433_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-45,s__,99.9,1.28,2709786
EHA02565_bin.34,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,99.77,2.48,3676619
EHA02526_bin.155,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__QXXE01,s__,100,0.78,2663382
EHA02565_bin.409,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Marvinbryantia,s__,96.7,2,3609486
EHA02500_bin.123,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,94.33,2.99,4059036
EHA02500_bin.73,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG3002,s__,94.06,0,3619342
EHA02594_bin.51,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,89.66,4.06,2709812
EHA02443_bin.21,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,99.81,0.63,3102039
EHA02565_bin.147,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__,52.97,2.84,1640672
EHA02488_bin.368,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Avigastranaerophilus,s__,95.35,0.98,1982697
EHA02458_bin.19,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,64.94,4.79,2433058
EHA02488_bin.342,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,89.52,0.14,3117159
EHA02565_bin.269,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,83.5,0.65,1984957
EHA02488_bin.139,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__,99,4.82,2543149
EHA02500_bin.112,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Metalachnospira,s__,78.2,0.26,2202660
EHA02549_bin.155,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-56,s__,50.36,0.75,1848942
EHA02500_bin.83,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,99.63,1.43,3710399
EHA02443_bin.59,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__HGM12587,s__,84.85,0.93,1885571
EHA02465_bin.24,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-303,s__,73.1,1.46,2410236
EHA02559_bin.14,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,82.85,2.55,2334434
EHA02522_bin.33,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__,73.08,3.37,2729045
EHA02526_bin.30,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus salivarius,99.72,0.05,1945422
EHA02488_bin.48,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,62.62,0.75,2243431
EHA02606_bin.12,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__,62.79,2.66,919602
EHA02430_bin.35,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__,s__,57.14,8.63,1695537
EHA02549_bin.53,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,78.75,2.95,2531694
EHA02458_bin.9,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp000431835,97.38,0.29,2369365
EHA02500_bin.40,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA4292,s__,98.59,1.01,3472720
EHA02409_bin.44,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__,93.95,0.77,1221141
EHA02544_bin.141,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAAEEV01,s__,68.28,9.51,1989621
EHA02488_bin.110,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-56,s__,53.16,6.81,2225862
EHA02470_bin.36,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,100,0.82,2898029
EHA02565_bin.292,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus_A,s__,97.64,0.84,2749160
EHA02565_bin.260,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD42-69,s__,86.25,4.17,2670721
EHA02488_bin.2,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,80.9,0.65,2807453
EHA02417_bin.24,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,s__,98.33,0.15,3059673
EHA02500_bin.102,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,76.87,4.24,2857984
EHA02474_bin.1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__,100,0.01,2505371
EHA02526_bin.201,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,51.07,2.78,1433655
EHA02565_bin.392,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,89.37,0.63,2058353
EHA02459_bin.3,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__,82.95,1.2,2690156
EHA02565_bin.67,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Fimiplasma,s__,80.03,3.04,2691801
EHA02565_bin.385,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,99.43,0.68,2871476
EHA02488_bin.347,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__HGM11788,s__,59.8,0.05,1313761
EHA02565_bin.299,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__RUG14156,s__,81.71,1.78,1393429
EHA02422_bin.35,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,51.81,9.74,1783762
EHA02488_bin.398,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__,s__,88.01,0.96,2325854
EHA02500_bin.27,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp900759895,99.99,0.8,2801561
EHA02583_bin.211,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,53.81,3.96,1725181
EHA02526_bin.121,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__Gallispira,s__,97.8,1.99,3013546
EHA02594_bin.18,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,99.28,1.23,3387010
EHA02500_bin.158,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,64.32,5.97,2263014
EHA02526_bin.89,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__,93.69,2.92,2814843
EHA02526_bin.74,d__Bacteria,p__Bacillota_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UBA7185,s__,99.48,0.4,3148978
EHA02500_bin.171,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,81.22,1.53,3015526
EHA02565_bin.283,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG11237,s__,95.62,2.08,3002192
EHA02500_bin.176,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Anaerotignum,s__,87.58,1.13,2505265
EHA02599_bin.33,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,91.61,4.22,1804820
EHA02526_bin.237,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,65.39,2.59,1966215
EHA02565_bin.210,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6398,s__UBA6398 sp900555645,94.38,0.03,2696271
EHA02513_bin.108,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TWA4,s__,80.59,0.41,2777272
EHA02500_bin.255,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__,81.47,0.39,2225229
EHA02565_bin.412,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__RGIG9113,s__,79.42,1.57,2049593
EHA02473_bin.16,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,89.55,0.3,2653173
EHA02500_bin.186,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,92.3,5.11,2586102
EHA02500_bin.149,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,97.61,0.33,1983475
EHA02565_bin.310,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__,97.36,0.84,1902216
EHA02436_bin.15,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4293,s__,91.74,0.03,2893010
EHA02500_bin.231,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola plebeius_A,55.62,1.42,1950095
EHA02414_bin.13,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,77.79,5.26,2642551
